"Close","pc_1","pc_2","prediction(Close)"
5475.0,-2.7717589724374974,0.09455329915985977,5470.157999393481
5500.0,-2.7134451485150444,-0.3633950773999587,5501.653343941064
5650.0,-2.7764464208736945,-0.6018907170263554,5567.0493917823505
5625.0,-2.9952995586257716,-0.49073741201470894,5667.0524590432
5650.0,-2.859127162132778,-0.6469423404126218,5616.560264867867
5675.0,-2.871607719959166,-0.7187798913732985,5632.72912687393
5625.0,-3.082294049646496,0.015591456061005426,5644.576530520794
5650.0,-3.0270473408965306,0.16433920035543514,5595.375863620355
5500.0,-2.831068010494709,-0.39586359012554495,5568.0430094526355
5300.0,-2.3396835698115144,-0.8798991371413513,5374.063374832876
5225.0,-2.233211732829247,-0.44814482770020436,5259.082971678188
5250.0,-2.1894029067834397,-0.25659718545207294,5209.6652262051275
5200.0,-2.339940378618268,0.31106785264268244,5211.391835634786
5300.0,-2.301984607923187,0.10818623152247231,5219.257996373796
5400.0,-2.4599345470210046,0.04891069426105199,5311.231244151419
5125.0,-2.2591667372844912,-0.647736997896601,5300.007761781685
5025.0,-1.9244801431902134,-0.48152694707617644,5100.019349180895
4980.0,-1.8855962353540459,-0.19988553068909704,5040.781026219969
4990.0,-1.6902472014645735,0.00359859309964905,4909.220608588924
4930.0,-1.5832969130843666,-0.5301721108548876,4926.048911078492
4960.0,-1.6342653339986226,-0.4215293916911402,4938.123549330412
4950.0,-1.7858014118875811,0.20933478124446703,4931.352568862734
4910.0,-1.7243256201411836,0.23933286201674614,4894.611069944899
4870.0,-1.7568888592886196,0.4572740964556863,4881.542697203901
4850.0,-1.6424684697641319,0.3590629120599036,4834.605654524093
4850.0,-1.6730153839521493,0.42659565884681694,4841.375255958168
4720.0,-1.4485447919303385,0.03267634951584336,4777.336445343956
4840.0,-1.406743947524787,-0.05372530206942544,4767.2034658612365
4990.0,-1.3941171359179045,-1.0891083507857147,4902.227349693757
4950.0,-1.8739913441605767,0.10147111576704537,4993.052476452653
5025.0,-1.9365866377154988,0.27780271407195417,5001.818177546393
4980.0,-1.8063503905817861,-0.1296580332679254,4989.114422311018
4710.0,-1.6116272253756654,-0.09031251631508802,4880.5758339099
4780.0,-1.330667269354349,-0.245228932806192,4753.458093462307
4950.0,-1.5539159328577916,-0.0227638605355428,4840.713732905826
4820.0,-1.708237573755789,0.22632143152844847,4887.8945251494915
4860.0,-1.6143710929668682,0.4196207929549028,4811.291570088321
5000.0,-1.7174847345154574,-0.0010637921818414386,4924.289697081649
5100.0,-1.8609570411478884,0.06394768785178406,4991.331815841484
5075.0,-2.008275611675299,0.012409143846531856,5076.586368250708
4880.0,-1.7719446756763475,-0.05702203240266096,4960.867281477556
4730.0,-1.286226976780702,-0.507658828248561,4766.0632241575195
4640.0,-0.9803642945998672,-0.6613340559974161,4626.0169207574345
4470.0,-0.6456110772460063,-1.3516477318865618,4544.0515002659085
4430.0,-0.8191648736336657,-0.03147958318310645,4454.6495613107245
4310.0,-0.5163804905866305,-0.26828776987244257,4328.569562944344
4260.0,-0.4016981030712252,-0.5102257194144932,4301.840298029267
4380.0,-0.663547931122435,0.28615032592348966,4328.787715150966
4380.0,-0.8351930630857014,0.7190571435569599,4358.2885912492
4360.0,-0.8572787656719503,0.6832301156631428,4374.942673077229
4350.0,-0.6385614841175833,0.287232409010695,4315.523929654993
4590.0,-0.7569788316356757,-0.028497518443672792,4421.581923118318
4540.0,-0.9253342909926029,-0.48778073454057547,4573.32359195373
4430.0,-1.0464863447916113,0.5636525643823762,4491.298808295492
4360.0,-0.7523572723014327,0.406807775704105,4358.560380156251
4370.0,-0.744860216949798,0.35463074134411643,4361.915900382943
4380.0,-0.8133830873295117,0.6367673631563051,4358.39299102696
4350.0,-0.8166846350902357,0.5778600811902934,4368.399741365756
4210.0,-0.5018494071383046,0.10518824106918528,4269.1983326498
4130.0,-0.2136121167945383,-0.19612695655866963,4160.113686002647
4410.0,-0.2809849083633785,-0.4425865809228758,4229.391471894604
4500.0,-0.6722237389045207,-1.2274603838440914,4541.224656240498
4470.0,-0.9001787456862732,0.2974102226887591,4451.52042297122
4620.0,-0.9124265832006556,-0.29888213114090256,4540.578080697616
4740.0,-1.0503336422803111,-0.9449512142327613,4701.477901630236
4790.0,-1.3828264414314457,-0.16734202439246856,4770.258408474819
4650.0,-1.1589728854726642,-0.7731322299858132,4735.277998732506
4610.0,-1.226054491716826,0.1696588993082927,4640.889839366426
4640.0,-1.2580855614036046,0.5520274125016109,4604.473818060817
4770.0,-1.1647054890468695,-0.6093944753167388,4715.93499735407
4780.0,-1.2556320288167255,-0.2898880798114353,4720.021616574929
4700.0,-1.3799034993025185,0.08337834500094843,4734.05196313732
4500.0,-1.0782162090356644,-0.006831749707764512,4587.463977041872
4290.0,-0.6504186398068765,-0.3342323311442023,4407.908702915463
4270.0,-0.36719603556783115,-0.1884552504507665,4239.417260751633
4150.0,-0.46922968734493703,0.26765676936535904,4229.447442701586
